timestamp,latitude,longitude,temperature,air_quality
12/30/2018,8.919623,124.783907,73,48
9/25/2019,48.6514469,14.4161297,85,5
8/19/2019,29.6464527,-95.4935119,34,10
9/14/2019,31.5159823,-9.0743876,7,4
10/28/2019,-2.6729327,-48.2393528,59,10
6/7/2019,-7.7798092,110.3562018,99,80
11/26/2018,46.218184,15.38742,49,19
1/6/2019,4.4210661,-76.1899661,53,70
2/7/2019,-7.0837242,108.4928912,56,76
10/12/2019,35.5873507,-82.4874499,50,50
9/22/2019,-6.2278972,106.7045995,23,45
7/26/2019,52.0610443,17.8504238,89,5
11/15/2019,47.8840341,29.3465596,9,53
5/12/2019,59.9522962,10.7668266,54,42
7/1/2019,-7.4250762,108.2822389,56,28
3/4/2019,51.8925044,18.4962253,15,78
7/10/2019,13.5681668,-89.1158008,93,60
3/22/2019,53.1106929,20.3964722,41,52
12/15/2018,-12.0582305,-77.1053673,3,67
1/22/2019,47.1291041,4.9137748,92,8
4/21/2019,22.603489,114.102406,68,25
8/7/2019,22.141482,113.83012,47,7
11/20/2019,29.7162314,113.8688645,84,27
4/22/2019,50.188406,18.598769,71,81
5/24/2019,28.852393,85.297534,63,29
2/9/2019,49.2706048,-1.6509128,71,22
11/30/2018,31.02364,121.215916,30,10
8/9/2019,60.0114861,15.7899671,90,40
2/12/2019,41.603085,46.638308,14,48
9/4/2019,-14.2576342,-69.1692951,4,66
2/10/2019,51.5731362,5.0314656,88,62
11/1/2019,52.4500648,4.5789114,86,33
12/25/2018,37.399373,110.691139,81,17
9/12/2019,40.5323093,49.710366,52,19
6/12/2019,14.6014909,103.0933171,19,60
3/3/2019,32.059093,118.627894,99,11
6/15/2019,30.8346,117.552738,66,86
11/4/2019,48.051542,114.367189,86,59
4/24/2019,48.7724625,2.2161608,72,15
6/5/2019,33.6669335,113.1115294,16,64
7/18/2019,53.3788422,-1.4730092,44,79
1/11/2019,-8.3765619,115.1918802,4,61
1/17/2019,22.2949889,91.9759204,33,4
12/5/2018,29.4110744,71.6420004,29,48
11/10/2019,13.8105014,99.8766825,20,16
10/2/2019,37.114157,79.922211,87,9
7/20/2019,1.058464,-77.5661219,26,26
6/19/2019,26.4486465,68.3132182,49,68
4/23/2019,19.1922834,-96.1679447,45,16
6/27/2019,50.1269792,14.0180996,83,95
2/19/2019,45.056443,43.6468877,83,77
6/21/2019,60.0750723,23.687553,87,57
11/4/2019,-9.0166555,-77.8724575,94,90
6/6/2019,-7.2355945,111.5417207,41,46
5/9/2019,-22.6031668,-48.8041532,84,52
9/26/2019,34.352865,62.2040287,72,77
1/13/2019,29.758227,107.687866,81,34
9/21/2019,43.7543283,-79.4422593,21,16
7/31/2019,-6.6549447,111.1160864,17,42
3/4/2019,-14.96441,-70.403374,15,64
11/16/2019,46.1446171,30.5208981,36,60
11/19/2019,46.277611,41.756863,84,7
3/6/2019,56.6750878,16.370548,67,61
12/6/2018,30.41,19.57,66,63
4/9/2019,53.5281012,16.0186245,55,22
3/5/2019,-7.1030309,112.1579249,51,57
1/29/2019,50.0625015,-110.6821866,46,17
1/24/2019,42.3894673,23.7275817,8,12
5/6/2019,40.5871242,43.8677691,81,72
1/2/2019,37.1518793,138.3591194,65,36
9/5/2019,25.038296,102.664376,70,38
7/6/2019,23.1639193,113.3423334,50,60
11/19/2019,37.548299,120.282101,22,84
11/16/2019,11.5742086,37.3613533,58,84
11/29/2018,-0.789275,113.921327,26,68
4/24/2019,49.441512,18.0947362,9,16
11/4/2019,22.000143,100.771678,98,53
4/6/2019,29.471977,106.476211,80,17
7/6/2019,58.7859889,25.4275605,16,70
4/6/2019,-15.1838408,-72.9061903,14,62
1/23/2019,58.7786849,24.8170215,18,22
4/5/2019,33.3437146,130.6838866,65,64
6/1/2019,39.822507,109.963338,68,27
9/1/2019,53.2625544,19.826521,47,39
8/28/2019,28.555787,121.244605,63,92
7/28/2019,-29.5904737,-51.3738524,50,73
4/14/2019,50.9033889,14.9611203,10,14
1/8/2019,-21.5447866,167.8854865,79,84
11/28/2018,43.7359241,7.4171811,66,38
12/28/2018,36.423873,98.150312,91,39
1/22/2019,52.7572749,78.2041704,52,89
11/22/2018,-19.6971554,44.5431306,20,15
11/25/2018,39.982718,117.078294,48,89
10/6/2019,41.1846097,80.3038321,2,80
9/28/2019,45.4555091,17.6623801,75,13
3/16/2019,38.64501,65.68952,42,56
3/16/2019,46.8289256,16.3268491,63,11
11/9/2019,41.7595825,-7.4773543,10,76
5/29/2019,-34.588234,-58.6876178,59,25
11/11/2019,3.0062022,34.1114621,22,74
5/17/2019,15.78722,-91.095,76,90
3/4/2019,31.186433,121.591843,19,82
12/26/2018,38.7204364,-9.425542,4,83
2/24/2019,51.1211697,58.6199937,6,60
12/9/2018,32.820169,107.497055,76,62
11/27/2018,7.1402468,40.7107871,46,84
9/8/2019,-7.6478966,108.7511864,59,21
7/20/2019,-22.2169379,-49.9456615,55,22
7/23/2019,52.5470847,6.0237938,58,92
6/20/2019,58.9607635,57.6558829,65,86
8/21/2019,40.9900603,21.4193769,91,30
1/15/2019,28.7612,112.360871,44,54
9/7/2019,-2.569886,140.50321,61,62
6/9/2019,11.2642678,37.4921444,36,37
5/31/2019,19.3803931,-99.1476908,17,77
11/16/2019,33.4881678,118.2110105,37,92
11/17/2019,-24.8096387,-56.5196111,66,87
8/23/2019,44.9893604,14.9036052,2,84
9/30/2019,-32.75,-70.7208115,72,33
1/22/2019,50.8885079,19.0438326,77,32
8/22/2019,-32.5906095,27.8838873,43,27
12/18/2018,14.0228518,100.2151578,24,78
7/4/2019,35.8439572,136.1916906,20,100
7/3/2019,43.908712,127.303425,56,20
4/4/2019,51.4057505,-2.5573746,91,38
5/6/2019,40.6021201,20.5118628,96,24
6/28/2019,11.8194472,122.1619663,65,38
6/29/2019,23.212853,103.952615,81,62
10/27/2019,41.3349436,-6.9646803,42,35
4/27/2019,27.6581078,-82.7293193,95,60
11/25/2018,33.9516114,-118.3875775,9,81
1/15/2019,59.0883359,17.5704656,42,12
10/2/2019,26.6849798,100.7492159,20,25
11/15/2019,54.1190657,31.1014304,82,80
9/8/2019,9.852371,-83.6143148,58,70
5/14/2019,-9.7262368,120.3608455,83,96
7/18/2019,29.5530941,118.9353968,4,86
4/30/2019,29.24693,103.08249,60,63
5/13/2019,27.8122083,52.350694,34,33
3/31/2019,38.9458437,-8.9978149,65,15
1/18/2019,14.5770566,121.0120171,9,10
5/17/2019,9.0965232,123.1989242,6,84
4/27/2019,21.31,-157.86,64,3
9/28/2019,45.2911425,20.1955026,17,92
1/21/2019,31.871595,56.0194244,64,22
8/23/2019,43.9912932,89.1806674,77,81
10/24/2019,-23.4595396,-56.7383988,96,82
3/14/2019,29.718419,104.585735,89,64
9/3/2019,16.0332128,103.9344076,38,94
3/20/2019,55.6065,159.64266,19,100
1/5/2019,31.2303904,121.4737021,74,31
6/16/2019,46.95,79.66667,48,46
9/6/2019,46.0852466,18.3028286,76,5
3/13/2019,48.8139473,29.3812035,41,66
8/5/2019,53.36678,-104.00092,47,53
11/14/2019,38.79,-77.19,5,83
5/7/2019,22.3380865,104.1487055,11,34
7/13/2019,32.493989,80.101607,60,84
8/23/2019,41.107701,21.3788215,78,77
4/17/2019,33.011529,114.022298,65,3
5/30/2019,-11.7172157,43.2473146,88,51
11/23/2018,47.2952721,39.8734276,93,40
12/4/2018,-24.7406868,-56.0222113,29,96
3/23/2019,-3.4763823,-80.2225448,17,44
12/21/2018,40.0580479,116.3333034,67,11
11/1/2019,44.34072,129.4828511,39,63
7/10/2019,15.3363872,-88.3579301,45,70
12/16/2018,32.23483,119.797634,2,41
6/30/2019,13.5699981,-14.5611573,39,57
9/29/2019,-20.4670046,-55.7872944,6,3
12/15/2018,55.6383075,22.938485,15,56
5/26/2019,43.4945737,5.8978018,39,92
10/14/2019,-8.5413769,115.1682089,23,66
3/5/2019,5.2711769,-3.5939254,3,8
2/10/2019,-33.93274,151.188577,83,90
11/18/2019,46.625456,16.3144961,18,43
9/7/2019,48.8540194,14.2111388,94,40
6/8/2019,23.043061,113.298675,60,74
12/14/2018,35.0702051,118.2536287,94,33
4/6/2019,31.1032736,114.3515079,32,70
6/20/2019,-8.2211,113.2577,45,66
12/16/2018,39.3438828,-8.0659871,19,86
7/5/2019,37.52027,68.12824,12,18
4/15/2019,39.2682845,-9.312494,70,8
7/12/2019,27.018693,104.372949,15,38
4/25/2019,36.5806067,10.8620804,50,1
7/30/2019,36.4596214,10.7830826,53,37
2/8/2019,54.9295907,19.9482276,1,28
1/25/2019,48.1495982,24.2824443,9,26
1/6/2019,-13.9871132,-70.0168186,35,70
4/18/2019,-8.906419,117.7395532,79,35
6/1/2019,17.4214483,102.5642447,91,51
12/4/2018,27.2753739,91.2397775,48,54
9/10/2019,52.0726169,4.3505874,77,25
7/23/2019,-15.3745452,167.8138553,67,6
4/10/2019,57.7316019,12.0703707,35,12
5/7/2019,47.3752386,-0.8453268,94,23
4/13/2019,-7.5067598,108.8432656,24,34
5/27/2019,-22.8824635,30.1454694,39,14
2/24/2019,4.392584,10.81017,72,14
6/20/2019,55.8951461,21.2626042,7,41
6/13/2019,31.032243,121.227747,26,62
3/12/2019,3.251528,-76.229027,6,29
10/7/2019,-5.9329071,105.9997125,92,11
6/20/2019,15.868716,120.3920116,86,83
5/6/2019,42.1811386,69.8824972,87,63
7/24/2019,45.1810672,18.6692248,97,14
6/16/2019,26.6416058,67.9933369,100,74
4/17/2019,30.2733296,120.1672735,30,58
4/20/2019,30.912302,95.604143,6,59
10/11/2019,-5.8949347,-35.4343604,40,62
2/26/2019,48.652412,32.5077211,28,16
1/20/2019,45.4381658,4.3868779,45,1
9/20/2019,49.9958981,31.5594099,52,2
6/1/2019,35.0021932,71.4061876,44,40
12/18/2018,40.4770427,-79.9571907,18,33
6/8/2019,40.432725,-8.296808,14,77
12/13/2018,29.858629,117.6134553,11,85
9/9/2019,-0.7171778,36.4310251,16,78
10/27/2019,38.5796262,141.2777515,75,31
6/11/2019,-23.9561304,-46.3264089,44,81
10/18/2019,51.6661372,82.756927,89,48
9/29/2019,17.1056791,120.4557309,45,33
11/29/2018,22.265811,113.543784,94,73
8/29/2019,51.149402,34.3175225,79,26
3/15/2019,35.2495378,136.8995543,6,73
5/15/2019,39.2097706,54.594037,2,14
6/28/2019,-20.9977174,27.3352044,25,10
3/13/2019,-6.7345601,108.2777899,2,58
6/9/2019,27.519549,114.073416,88,12
6/5/2019,-1.6196441,13.6015463,75,58
2/25/2019,59.3119146,50.8076496,48,24
9/9/2019,47.3362701,-1.5349069,97,68
8/24/2019,32.23647,35.38711,15,50
3/16/2019,49.6935113,12.8516728,2,35
5/22/2019,5.77232,-2.091848,71,35
10/9/2019,-22.8340652,-42.0205561,40,68
6/1/2019,44.9153318,19.4516353,76,49
12/29/2018,30.893837,121.092179,91,100
7/15/2019,12.2328311,107.6216789,48,30
10/7/2019,18.9364797,-70.41976,95,61
7/20/2019,54.4225141,27.8338499,87,95
3/24/2019,46.67075,84.00739,13,14
4/13/2019,-10.9472468,-37.0730823,41,96
11/19/2019,29.0654415,120.2512222,28,40
8/20/2019,42.52056,130.39528,57,9
3/21/2019,-22.65053,-60.129002,69,63
5/9/2019,21.481291,109.120161,22,71
11/28/2018,-8.0888877,111.4514369,98,95
4/11/2019,-7.7232567,113.4686802,61,8
2/25/2019,30.7959602,120.6060568,61,4
12/20/2018,41.5565343,24.0428542,78,51
9/24/2019,54.1347287,33.2921685,92,22
2/28/2019,40.1999522,-8.5031422,29,39
7/1/2019,-8.6986,122.3514,45,59
5/1/2019,-31.48342,19.7582,65,57
1/9/2019,-7.4694177,108.2322266,63,54
1/21/2019,63.2370276,21.3941749,52,90
3/7/2019,38.5067706,-90.3766634,82,87
12/28/2018,38.1861536,140.6675584,17,2
11/28/2018,53.4131023,18.0085553,61,2
8/9/2019,49.9354529,18.9773045,87,84
11/6/2019,26.312444,99.850365,11,40
12/9/2018,31.44803,73.71257,9,100
2/11/2019,13.7051354,100.6461557,65,89
3/10/2019,-4.5456848,18.5997498,63,22
11/14/2019,29.990948,116.659999,55,21
4/29/2019,9.834321,-84.3368699,80,13
8/21/2019,1.672033,125.055298,70,41
12/1/2018,-10.02569,123.729698,26,24
2/11/2019,2.0454995,100.6365483,27,59
4/26/2019,33.8918998,35.5630426,4,3
12/8/2018,16.8782186,-1.9209164,50,35
5/19/2019,-19.90625,47.2342299,51,8
2/24/2019,56.3103675,38.1016955,31,53
12/9/2018,15.6497514,-87.997164,61,51
7/14/2019,37.2425649,111.8568586,98,57
10/3/2019,48.0282789,38.7656121,42,35
9/24/2019,28.365818,121.061097,76,94
12/21/2018,-6.8734228,107.074614,97,16
7/22/2019,39.8843177,-8.1035981,21,33
10/11/2019,-3.4383637,-39.1482174,27,98
9/22/2019,-7.13754,107.68305,40,97
3/9/2019,24.84662,116.746096,1,93
9/17/2019,61.7242142,50.9507271,22,13
4/5/2019,52.44387,15.11697,87,50
4/20/2019,40.290497,116.574067,11,51
7/16/2019,11.4218134,122.6653777,33,15
10/12/2019,47.87809,86.98955,62,40
12/5/2018,40.8318278,44.2797884,2,93
2/20/2019,-6.9143251,108.8105899,52,65
9/23/2019,45.9018536,6.121072,23,23
5/23/2019,7.3601663,9.0377612,46,55
6/16/2019,-8.4112772,114.1736608,30,55
1/28/2019,35.907757,127.766922,13,23
8/30/2019,-27.6618869,-51.2422395,56,92
7/4/2019,59.7591608,18.6810496,79,93
10/16/2019,31.5977,118.45323,89,27
2/24/2019,-8.3257,123.1505,96,20
1/31/2019,48.0885087,0.2075745,20,17
4/22/2019,4.1042005,-72.9283949,94,14
9/19/2019,43.2038704,44.8434843,100,80
2/21/2019,43.0007361,23.341193,65,75
11/28/2018,42.040521,119.2987161,92,70
9/17/2019,59.9162711,10.7067713,53,40
9/3/2019,-6.7659245,111.5259628,85,96
3/13/2019,18.0120542,-76.7984918,7,51
1/30/2019,-22.250939,-45.928795,80,46
6/24/2019,-6.22697,106.8264184,56,99
5/21/2019,17.9835237,100.051784,19,73
1/2/2019,49.5631235,21.7899388,49,12
11/1/2019,32.364918,111.594957,30,33
1/21/2019,46.4244411,16.4312318,23,30
1/23/2019,35.4335808,139.5718014,41,89
3/18/2019,8.427174,-76.787678,85,97
5/23/2019,8.9245,-74.47033,17,55
8/8/2019,-3.1914976,140.8872648,39,58
9/3/2019,14.5713307,121.0273302,23,56
9/28/2019,53.7111077,37.29209,34,97
9/9/2019,22.122658,112.814502,59,89
7/13/2019,41.7396715,-85.9262162,5,45
6/19/2019,-6.8939065,109.6386363,55,91
3/16/2019,57.9609962,46.6878846,3,39
10/14/2019,-6.2003572,106.6166048,8,1
3/28/2019,48.3228384,29.1521095,69,3
3/9/2019,53.2833165,24.4054988,28,2
1/13/2019,47.5173564,42.1602043,2,70
9/11/2019,12.0021794,8.5919561,42,29
11/13/2019,-1.0762009,-46.5547852,29,74
1/1/2019,23.736457,107.998149,12,16
11/29/2018,-7.1701665,108.3296983,51,52
12/12/2018,18.4678653,-69.9791319,93,26
8/7/2019,47.0419512,8.3140814,13,9
9/12/2019,30.6758871,-88.1837629,44,60
11/14/2019,31.849598,35.034977,34,6
2/8/2019,54.6410525,22.7575987,21,48
11/24/2018,-27.3863909,-56.8479781,79,19
3/25/2019,18.41253,122.133225,24,7
5/10/2019,47.278918,6.07097,95,38
7/26/2019,10.7900517,106.6281901,4,40
11/1/2019,13.789644,100.5199643,80,63
5/13/2019,-33.4408815,-70.6516913,74,56
3/2/2019,23.131797,113.407143,91,37
1/10/2019,43.6276714,-79.6306718,33,69
1/5/2019,12.8025919,45.0398942,51,13
11/5/2019,56.0127743,37.2229806,72,12
5/18/2019,10.9811398,-63.8788287,97,43
3/8/2019,60.910493,-46.04349,51,92
7/3/2019,-14.0262695,-73.9249692,46,25
11/7/2019,52.1598029,22.0590694,56,19
8/4/2019,51.8792137,39.5849504,44,85
11/30/2018,15.911973,102.4609873,51,69
12/15/2018,55.706844,37.4622629,60,48
5/6/2019,10.18462,104.92959,30,25
4/4/2019,-8.8014766,115.5740294,58,27
8/7/2019,28.228209,112.938814,65,52
8/19/2019,32.240853,120.2326771,75,86
4/20/2019,35.7418174,139.3234464,47,98
10/26/2019,26.8570638,44.1672804,64,90
6/25/2019,-34.5612986,-58.5878676,95,68
3/24/2019,50.3649126,23.7519532,38,59
9/15/2019,-8.3724396,123.4887939,73,3
12/29/2018,33.189192,120.103473,31,23
12/3/2018,-7.3742259,108.4454089,47,60
12/20/2018,39.978848,119.775799,82,21
6/29/2019,49.9211825,19.4250873,87,35
8/4/2019,49.0549661,16.6445006,2,32
12/29/2018,38.468991,114.745138,85,90
1/5/2019,55.599648,37.2712341,43,47
7/24/2019,56.0394628,12.7110264,79,82
1/6/2019,10.6267206,-85.4383376,47,61
2/12/2019,50.7784708,16.0928295,32,72
10/24/2019,-11.3826999,-75.7560455,3,88
7/23/2019,31.325748,113.393516,46,5
5/14/2019,21.459233,101.564635,84,63
9/22/2019,28.4499078,68.4494842,8,53
8/21/2019,29.689847,121.28259,82,45
10/8/2019,-6.5643956,106.2522143,26,43
12/7/2018,11.4218134,122.6653777,75,2
2/21/2019,33.9842691,35.6344491,75,72
10/19/2019,29.985295,122.207215,2,68
9/10/2019,19.3579802,-99.0806088,96,99
12/5/2018,-38.9573,-72.6269289,68,43
12/2/2018,38.0765476,-84.5955732,5,99
6/25/2019,48.8537451,2.53823,81,40
3/11/2019,-1.3928344,-78.4268758,36,75
3/10/2019,13.988942,121.1597568,51,52
12/28/2018,30.5211502,112.8915932,55,36
3/20/2019,31.7711077,119.9742793,85,14
2/26/2019,37.7852875,127.0458453,43,77
1/9/2019,23.15998,113.327132,94,40
8/24/2019,51.598999,109.580475,67,19
7/30/2019,7.833333,-11.666667,8,76
8/20/2019,57.3579277,61.6905815,49,85
1/7/2019,-14.96441,-70.403374,80,95
10/4/2019,35.580662,104.626282,42,86
8/4/2019,54.5782648,48.0835847,34,17
10/25/2019,-23.0886496,-47.2089525,3,45
11/12/2019,31.775967,111.846264,85,78
12/15/2018,-16.3081637,-41.4812771,47,2
12/8/2018,14.5792342,120.9965883,15,49
3/4/2019,14.6141298,121.0143507,45,13
2/21/2019,25.704338,101.87452,44,20
4/15/2019,-8.3482,114.2281,90,16
3/20/2019,-34.6093426,-58.5069115,60,77
6/24/2019,-7.7502929,110.9549155,77,84
3/31/2019,46.2075543,16.0435885,80,52
12/29/2018,34.7,-118.14,34,94
12/13/2018,49.116169,6.1807997,27,59
9/15/2019,8.37083,124.55944,26,70
5/2/2019,7.0887275,125.6197949,42,5
10/18/2019,21.3971282,106.71167,18,32
12/28/2018,-19.8502345,-47.3706554,92,96
7/1/2019,45.293877,41.0546109,12,99
7/17/2019,35.797997,112.92392,96,29
5/14/2019,-7.6492089,111.4395128,78,100
2/8/2019,59.924661,30.3865325,21,57
11/23/2018,52.3982331,13.2448535,99,81
2/25/2019,51.2928924,12.4645518,69,72
1/19/2019,28.976995,116.762907,21,8
11/25/2018,13.4218445,120.4189146,13,43
6/30/2019,-0.272699,36.3775152,14,66
2/2/2019,25.797931,110.011238,50,44
2/16/2019,59.3297318,18.0704829,63,52
11/2/2019,34.4042859,108.9810302,86,63
10/10/2019,25.234479,110.179953,20,31
7/2/2019,-1.2920659,36.8219462,90,52
12/30/2018,25.075123,117.017536,41,21
8/26/2019,-6.147133,106.6232359,20,18
4/27/2019,28.54,-81.38,34,72
11/15/2019,-12.5909084,-69.1963141,73,81
1/27/2019,36.5389716,136.6033466,93,55
8/5/2019,50.4333399,16.2304168,95,17
2/6/2019,41.2294415,-8.3150887,66,16
11/18/2019,30.637762,119.009039,89,96
5/31/2019,45.169716,126.959837,49,17
11/27/2018,21.826957,112.16519,77,49
8/27/2019,13.3678344,123.3081877,80,43
1/19/2019,-3.1190275,-60.0217314,55,43
3/30/2019,28.7559514,54.5546793,40,52
4/24/2019,7.46932,134.60991,4,25
6/18/2019,-28.2588438,-53.5009992,84,32
10/14/2019,-7.5450262,111.6556388,15,28
5/11/2019,-4.4419311,15.2662931,13,32
11/25/2018,41.1578541,-7.5547135,75,56
11/23/2018,55.8071267,44.086347,29,93
1/19/2019,53.3624134,55.9381136,22,72
5/20/2019,32.770894,119.745363,41,100
8/19/2019,18.178456,105.7028457,50,18
5/2/2019,55.9588361,37.6489954,76,13
10/16/2019,49.6574026,19.4151148,86,87
6/26/2019,35.1379343,33.1323409,60,34
6/9/2019,42.0948645,-80.1707662,95,31
11/19/2019,22.7918505,100.9840933,30,81
11/11/2019,39.377733,99.819316,79,75
5/8/2019,52.579839,19.6295361,50,9
8/1/2019,-7.5045992,112.542328,29,83
10/4/2019,14.8753647,-88.0729754,18,100
5/23/2019,60.0298805,37.8057169,53,98
1/7/2019,58.2768797,47.5136153,7,65
10/13/2019,34.035771,113.852454,22,47
2/28/2019,15.9593855,120.3136265,58,46
2/25/2019,21.1665519,104.9894851,83,91
4/15/2019,42.4324196,129.741477,92,11
2/8/2019,49.4378273,1.0974675,1,40
10/10/2019,-25.877477,28.313059,41,30
8/29/2019,59.8037463,30.6044813,36,73
1/3/2019,50.4086421,36.8953954,30,48
10/31/2019,24.6755872,121.770825,13,18
6/13/2019,66.2185015,23.0524409,1,66
6/20/2019,54.875414,37.2052788,41,75
3/26/2019,10.7119015,6.565661,16,88
2/26/2019,-6.9704332,112.8463007,80,32
11/7/2019,38.05106,114.463347,1,70
5/26/2019,53.7667424,91.3992147,6,75
10/20/2019,15.8672784,-87.8930184,26,21
1/31/2019,-38.9568843,-68.1247915,89,90
6/2/2019,-22.8140057,-45.1904004,35,16
11/19/2019,-34.7486079,-56.2338461,26,20
4/14/2019,-5.1782884,-80.6548882,88,59
9/14/2019,60.9501559,21.444609,17,11
1/27/2019,31.77,-106.43,25,24
6/7/2019,15.016667,-85.75,22,73
8/31/2019,51.2409432,33.2050521,6,97
11/13/2019,48.3284147,39.7960619,77,80
5/7/2019,-7.6534546,110.8046283,73,4
5/23/2019,12.2483626,-0.6251541,85,6
7/5/2019,23.5585593,89.9041371,42,10
10/24/2019,-7.8533911,111.2994071,38,84
10/3/2019,47.5202786,17.5142121,78,94
9/26/2019,35.7642515,10.8112885,46,82
8/19/2019,49.970045,19.944654,47,83
8/6/2019,39.630867,118.180193,8,53
1/1/2019,-34.4349435,-71.0913748,68,78
1/12/2019,32.890479,115.814504,91,52
12/8/2018,-9.7732,123.8661,40,63
11/27/2018,46.33854,124.04539,59,44
8/19/2019,45.4289588,-73.8689881,30,66
3/23/2019,6.7987866,124.6192703,69,95
10/23/2019,54.3667173,92.1024101,64,31
3/19/2019,10.391584,-84.138109,2,81
7/14/2019,41.9837685,43.5865947,51,99
11/5/2019,-8.5083726,115.5672264,52,28
6/25/2019,28.4630493,-81.460856,2,99
3/8/2019,5.5615409,-75.6091696,13,48
8/11/2019,14.1967923,121.4019727,16,41
1/19/2019,37.120983,114.671935,10,90
