timestamp,lat,long,temp,hum,PM1,pm2.5,pm10,New column,New column,New column,New column,New column,New column
12/11/2019 8:27 PM,48.1835741541272,-1.0057591232498,9.05555186842361,0,17,23,40,88,79,78,95,34,2
12/5/2019 6:26 PM,48.2022339125174,-1.00577713875369,-4.15794363997781,0,10,5,39,66,18,56,44,98,87
12/29/2019 8:26 AM,48.359527710527,-1.10747014130814,4.7416016178865,0,0,8,7,57,56,42,92,62,87
12/3/2019 5:56 AM,48.8148998482222,-1.00799181033298,-1.29755334849355,0,6,28,23,7,78,35,44,17,5
12/2/2019 5:30 AM,48.8805815213735,-1.97251593972208,-0.900914121838712,0,12,24,5,80,71,41,58,86,55
12/21/2019 3:43 AM,48.0470797769013,-1.19513181606081,-3.2094312925867,0,19,22,28,83,84,72,65,41,25
12/18/2019 3:45 PM,48.581424756712,-1.15052358952841,8.3656717894439,0,15,17,30,38,86,48,72,78,40
12/25/2019 9:56 AM,48.7773172919533,-1.7494278106603,0.958143704551339,0,15,5,30,96,0,39,67,83,93
12/16/2019 5:07 AM,48.4465578805872,-1.86331512726066,-1.02784487652958,0,19,25,0,45,17,70,35,17,16
12/21/2019 6:33 AM,48.6154003583898,-1.038968013152,7.37689537712228,0,16,26,42,88,57,28,24,0,44
12/12/2019 5:03 PM,48.987420727493,-1.83565297109804,-1.20755666969696,0,0,15,33,24,25,65,41,33,80
12/26/2019 10:28 AM,48.5449039384466,-1.99199724429846,-2.11956598289291,0,9,10,36,79,92,20,27,11,39
12/22/2019 9:46 AM,48.434802574308,-1.77449145995755,7.62555948208345,0,17,27,10,58,93,27,25,80,5
12/27/2019 8:02 PM,48.8304449379586,-1.22362173731607,12.3220831129337,0,7,9,47,8,42,64,63,72,6
12/8/2019 8:23 PM,48.0233151577522,-1.85788379602967,-2.14600862429757,0,18,14,2,51,83,39,50,95,24
12/23/2019 12:20 PM,48.5304818658766,-1.0294439024429,-2.8418815177129,0,12,15,36,81,99,48,53,31,88
12/9/2019 12:37 PM,48.1014026212978,-1.75186623528221,3.2480910337754,0,2,20,24,31,70,53,11,92,43
12/14/2019 1:00 PM,48.017865141862,-1.26998942125123,-0.483018008751337,0,17,5,3,97,19,89,33,61,47
12/19/2019 7:32 AM,48.161333916784,-1.95318646354284,3.11340224468773,0,7,18,44,41,68,53,65,45,65
12/21/2019 4:00 AM,48.1804997423573,-1.38837474183569,5.1193039278124,0,3,14,22,82,15,4,13,86,39
12/2/2019 8:18 AM,48.9670208305898,-1.69462157725106,8.28777297227074,0,4,26,48,79,42,30,63,97,93
12/7/2019 7:31 AM,48.267623451663,-1.84441693678704,-3.7355799222065,0,7,23,3,58,30,87,88,85,93
12/28/2019 2:56 PM,48.5619623742821,-1.47604032441789,8.39280378371142,0,8,4,46,17,72,83,1,82,78
12/3/2019 2:14 AM,48.2755292236225,-1.18856163471405,2.48463954845659,0,8,23,1,0,57,38,32,84,74
12/29/2019 8:29 AM,48.2313970193413,-1.13600184076279,12.8626375654073,0,17,1,3,85,83,39,56,57,17
12/4/2019 11:08 AM,48.4297700861608,-1.87287253182049,13.6000025675632,0,10,4,3,84,72,59,57,97,41
12/2/2019 1:54 PM,48.6875605646929,-1.30072492235374,-1.82599976930115,0,16,22,33,63,43,21,32,83,98
12/18/2019 2:56 AM,48.9649484474049,-1.01481528487746,-0.869200635174848,0,16,17,8,12,50,58,61,16,15
12/3/2019 9:55 PM,48.5195721567234,-1.51331398473741,3.40832229024187,0,5,22,49,82,94,64,64,99,4
12/30/2019 8:27 AM,48.3566354989804,-1.41368308962029,5.13123566942813,0,11,4,33,91,65,15,21,86,0
12/7/2019 4:32 AM,48.9648908059881,-1.39915047045758,1.18559535973966,0,18,18,6,16,70,47,89,80,6
12/9/2019 4:55 AM,48.904602586713,-1.93865719481309,-3.83316369393522,0,8,23,49,84,76,82,64,42,97
12/9/2019 2:14 PM,48.9128403556127,-1.96224073691398,5.21209764630166,0,5,12,40,71,2,27,24,26,72
12/26/2019 12:30 AM,48.4295633805122,-1.36743423499513,0.402077142802103,0,16,14,41,79,66,93,58,3,64
12/28/2019 1:32 AM,48.5211811235739,-1.02414924978472,0.818433003415555,0,11,11,35,12,24,10,7,95,83
12/23/2019 7:44 AM,48.346873580174,-1.42771355455169,-4.95260292755095,0,13,6,30,79,77,47,65,18,87
12/13/2019 4:20 AM,48.2941402994535,-1.23439457511268,9.54702896557144,0,17,18,10,88,58,31,44,52,64
12/22/2019 10:56 AM,48.7967566055231,-1.24522666225453,13.3465983724904,0,8,26,4,43,57,98,29,19,4
12/27/2019 12:50 AM,48.2320304271914,-1.99854488670758,9.20770288128764,0,0,3,27,15,94,21,12,73,11
12/28/2019 4:50 PM,48.1169622531705,-1.45989576702001,10.3103346956476,0,0,7,24,75,69,59,49,74,49
12/22/2019 8:01 AM,48.7419019042244,-1.66231511377837,13.4925637457019,0,17,16,4,12,18,17,49,69,36
12/8/2019 12:13 PM,48.4368706971579,-1.3600155610405,10.4594395665729,0,14,11,11,39,53,68,15,47,3
12/24/2019 2:36 PM,48.7314695658774,-1.8325867032784,2.56715359472071,0,2,24,18,23,19,14,60,9,45
12/29/2019 3:32 PM,48.6360370072704,-1.6754595421606,8.59007414271593,0,0,0,32,56,61,92,96,47,87
12/30/2019 2:16 PM,48.2422136884379,-1.99960964731854,-4.80061870431556,0,1,1,1,7,12,9,14,12,31
12/8/2019 2:28 AM,48.4999408253934,-1.85261099033645,11.6190435167491,0,3,3,10,47,35,39,31,52,90
12/22/2019 11:19 AM,48.4274554762186,-1.00550834089774,6.44553856991489,0,15,25,7,63,85,13,50,16,43
12/5/2019 5:11 PM,48.2192208507188,-1.14752030100092,6.72086681272875,0,15,18,11,59,75,80,98,57,63
12/17/2019 2:33 AM,48.4947889938461,-1.02437637002411,6.61955509503351,0,17,4,4,74,94,29,93,56,97
12/15/2019 2:26 AM,48.7423059715621,-1.38451668172354,6.87834631692541,0,3,27,26,89,6,20,82,28,43
12/27/2019 10:16 PM,48.8329098177296,-1.4731106108395,4.65800107999612,0,17,12,30,15,44,64,70,64,35
12/11/2019 4:24 PM,48.0638753217942,-1.38129027159013,-1.31164781810327,0,9,19,6,9,51,82,51,35,88
12/4/2019 2:08 PM,48.1755272467507,-1.67122928969154,2.45576642754291,0,10,5,46,9,15,55,57,35,44
12/27/2019 12:19 AM,48.9929576329854,-1.7089186919429,5.63890801912123,0,2,10,37,24,70,58,51,28,39
12/10/2019 2:14 PM,48.2221375183305,-1.28215609923106,-4.0647373516414,0,4,4,45,1,9,29,35,97,42
12/29/2019 10:48 AM,48.27416478669,-1.56874820430239,8.3977145857167,0,0,8,47,10,23,77,59,50,70
12/22/2019 11:15 AM,48.3650145630189,-1.5725174208975,9.14620451123743,0,4,16,42,44,89,81,50,89,0
12/2/2019 7:01 PM,48.9299281998211,-1.79899303605733,11.7766545860919,0,14,25,13,71,45,17,24,6,47
12/9/2019 4:40 PM,48.3536784338549,-1.55761809253954,5.21599981757626,0,5,21,25,64,85,47,62,21,74
12/13/2019 5:36 PM,48.6992172485679,-1.72212635992194,-2.01852833154543,0,11,13,20,70,31,15,48,63,0
12/14/2019 11:40 AM,48.0542892976917,-1.65700456437515,7.85626064234239,0,11,1,15,6,51,11,73,72,29
12/30/2019 4:17 AM,48.8666922402879,-1.71484940858318,10.3293033034212,0,19,29,10,30,90,9,2,61,76
12/21/2019 12:38 AM,48.1623573913995,-1.87635252013633,2.19405349679014,0,8,22,17,2,23,20,15,8,48
12/7/2019 4:32 PM,48.998314839787,-1.17771649368932,-4.84664444757935,0,1,3,47,59,94,55,1,53,34
12/11/2019 4:54 PM,48.2747642864821,-1.34927945460625,-1.93097109018405,0,18,28,6,54,98,48,36,12,99
12/19/2019 4:06 PM,48.1117282133138,-1.19612242663099,9.08167524732727,0,3,18,37,14,51,78,94,16,88
12/24/2019 8:37 PM,48.4823474988725,-1.01190641010735,3.61555103986317,0,3,26,27,73,63,59,72,83,1
12/30/2019 9:53 AM,48.5102292334243,-1.80864458987892,14.0271179406099,0,10,6,12,22,69,6,16,75,28
12/29/2019 7:23 AM,48.4998507553245,-1.93061431400972,-4.48957004560603,0,1,3,7,91,34,0,53,55,94
12/5/2019 10:58 PM,48.9161906577256,-1.36259380651759,1.04415058532923,0,8,29,27,5,65,3,78,48,88
12/7/2019 5:10 AM,48.1408461225875,-1.9402567851079,1.88471517659943,0,10,18,40,13,0,31,0,70,70
12/16/2019 3:44 PM,48.4918470091614,-1.42621686655386,-3.74031740088962,0,4,1,33,73,89,77,52,27,27
12/15/2019 9:17 PM,48.0269156918055,-1.83035527627466,3.0495959627673,0,0,2,38,36,53,50,21,53,61
12/2/2019 7:57 PM,48.4733093969865,-1.06281772817616,-3.76582702517781,0,15,21,21,21,60,36,31,61,92
12/21/2019 8:09 PM,48.2812258341728,-1.71968529127524,1.20309493513922,0,11,29,33,21,63,95,22,85,87
12/17/2019 8:05 PM,48.5365615624639,-1.35818116150712,6.76127380307823,0,3,17,30,94,15,68,92,15,29
12/10/2019 4:37 AM,48.6634698415471,-1.93459958580071,-0.416465173669376,0,2,13,36,37,79,80,99,21,38
12/30/2019 11:42 AM,48.2099823724525,-1.62183020525697,9.05870748965941,0,0,2,28,55,34,25,22,33,15
12/22/2019 5:25 AM,48.024505858321,-1.13880512590464,-0.848124001570104,0,13,21,38,31,82,47,8,83,62
12/21/2019 9:20 AM,48.6296082141947,-1.09664601743996,-1.96384205527783,0,11,19,3,66,75,7,75,43,1
12/15/2019 2:08 AM,48.2549578818749,-1.6870214155349,-0.27060599032352,0,3,11,35,46,29,88,26,33,47
12/29/2019 6:39 PM,48.7646670442841,-1.35278240002356,-2.43841075684801,0,14,19,41,14,59,28,77,44,38
12/10/2019 5:38 PM,48.3671691270392,-1.04385593861521,6.36333184380239,0,16,12,47,5,67,42,94,95,94
12/7/2019 3:12 PM,48.1436038730403,-1.42340725912871,6.8667708271494,0,2,24,47,16,20,16,21,2,24
12/18/2019 1:02 AM,48.9292687284431,-1.31514555742738,10.4685475348814,0,6,24,24,15,64,54,96,46,2
12/26/2019 1:23 PM,48.748130585881,-1.53360454157628,10.8520388486106,0,4,27,35,36,14,62,47,98,5
12/26/2019 7:47 PM,48.6707676456639,-1.67440460467451,10.5195903771182,0,3,22,49,40,97,68,31,38,95
12/29/2019 7:52 PM,48.955481394639,-1.88803569315376,-2.98648165677976,0,1,29,20,18,0,79,29,3,68
12/14/2019 3:39 PM,48.3146273378817,-1.07730972584212,1.39426463627921,0,6,2,1,11,1,95,89,13,74
12/8/2019 4:11 AM,48.5925376213121,-1.66160581012331,11.4058365497765,0,7,8,35,49,27,16,61,72,64
12/15/2019 11:47 AM,48.7185729996853,-1.05507912629055,0.173066626383488,0,17,4,14,43,27,46,88,77,59
12/4/2019 2:06 AM,48.0730285360818,-1.614965191863,5.8468059733728,0,6,5,24,25,75,37,46,22,77
12/19/2019 6:02 AM,48.278533786665,-1.00156603381111,0.225744964194365,0,5,25,6,54,37,38,91,51,48
12/21/2019 1:23 PM,48.7138484798902,-1.32977296986141,-4.32196280701177,0,0,19,0,98,83,7,46,53,93
12/26/2019 12:06 AM,48.5731287247376,-1.94716311895622,13.8768874308452,0,9,28,37,8,1,86,60,31,64
12/17/2019 12:56 PM,48.7988217164757,-1.16796107970549,-2.28797929840534,0,18,11,28,63,67,48,9,40,75
12/7/2019 3:42 PM,48.4422306457731,-1.09153831754417,13.9654504302728,0,9,4,44,38,29,5,51,98,24
12/29/2019 3:54 PM,48.4462895614311,-1.6333929624564,-2.59235722412931,0,15,5,28,42,88,83,80,28,88
12/23/2019 4:53 PM,48.8256757188708,-1.52185149468568,-1.65804300581014,0,19,3,7,79,54,75,48,57,86
12/11/2019 3:46 PM,48.201405032166,-1.40981866950626,4.49785984330711,0,5,7,5,50,24,75,74,49,75
12/21/2019 1:10 PM,48.5731356770606,-1.95966821767374,10.8833055514299,0,6,6,20,52,4,91,39,74,54
12/17/2019 4:00 AM,48.3586159187176,-1.99548671860038,8.54881351280437,0,0,29,41,18,75,52,1,72,85
12/17/2019 5:48 AM,48.1135410899825,-1.17992540317584,6.45989707971918,0,7,29,47,20,50,59,47,89,43
12/26/2019 3:22 PM,48.1189491400118,-1.60075315907633,-0.231041089739204,0,17,20,44,0,31,35,42,33,77
12/10/2019 8:25 PM,48.4205361075795,-1.95660867912537,7.67759636402018,0,0,3,14,1,88,84,60,48,24
12/23/2019 2:34 PM,48.430995318308,-1.89151359577268,14.8820134060839,0,3,4,6,10,93,23,19,0,67
12/4/2019 7:45 AM,48.4722959210501,-1.61100348253315,12.1160490015131,0,14,28,4,0,70,31,61,25,78
12/22/2019 8:05 PM,48.9923332356812,-1.99401421285887,-1.92236431218794,0,13,18,40,14,45,85,3,20,46
12/20/2019 6:13 AM,48.4056243772645,-1.93936651150666,-2.5974695010099,0,12,28,10,94,20,21,2,2,61
12/17/2019 5:12 PM,48.8161448397749,-1.87330650765137,13.5486032024718,0,5,12,39,12,42,67,25,33,11
12/23/2019 7:52 PM,48.0389749752539,-1.61094221501189,12.9397732717636,0,16,0,29,90,89,9,42,37,59
12/8/2019 2:07 AM,48.3320701510329,-1.85564191213606,-3.4749984668917,0,19,20,45,85,71,87,43,33,42
12/3/2019 5:15 PM,48.0194143969656,-1.17208353624311,12.2366859448313,0,4,26,36,85,65,72,32,22,13
12/26/2019 1:18 PM,48.2856216553066,-1.90507855029082,9.18252269792488,0,13,2,47,49,49,83,12,26,53
12/2/2019 8:14 AM,48.2799589383788,-1.04540760537861,-3.8038415884617,0,10,6,10,58,52,45,92,58,1
12/27/2019 4:05 AM,48.6711236991319,-1.0660822918015,-0.640834499914588,0,12,1,34,7,46,32,45,14,13
12/7/2019 4:02 AM,48.4676121685037,-1.11644899524583,2.97692864433719,0,18,16,12,65,87,27,54,62,52
12/4/2019 3:42 AM,48.38735139388,-1.47105142868639,-2.8802949482949,0,19,23,22,80,70,13,55,51,75
12/7/2019 6:33 AM,48.9049448663857,-1.17643607043495,-4.80639667287767,0,15,24,30,1,7,46,34,15,80
12/30/2019 9:44 PM,48.0505739380841,-1.92179615186611,3.94379880556082,0,14,0,43,29,84,57,44,38,47
12/10/2019 3:29 PM,48.4237444062828,-1.83533972587219,3.73665902006284,0,15,12,35,76,30,52,32,48,26
12/24/2019 10:23 PM,48.4711872406635,-1.04621469604141,1.1627026587551,0,0,28,34,48,32,42,81,31,35
12/27/2019 10:37 PM,48.9485392621479,-1.68670841943785,-2.01118776621818,0,4,28,5,69,32,27,40,48,46
12/21/2019 4:49 AM,48.2236296903452,-1.28276632832492,-0.551600688859634,0,14,0,6,37,81,35,69,38,50
12/5/2019 9:49 AM,48.2543377593413,-1.15680816776902,14.1641583224592,0,0,9,42,67,67,12,35,46,47
12/4/2019 1:05 PM,48.6124872032611,-1.17164123951068,9.88648262149025,0,11,0,49,30,24,36,51,44,98
12/6/2019 10:43 PM,48.8690670909682,-1.84251214742778,4.70435608723404,0,0,7,45,38,55,34,18,23,22
12/1/2019 5:05 AM,48.4735409358859,-1.65862230474996,5.43641588438135,0,12,27,23,31,13,86,2,26,23
12/7/2019 1:21 AM,48.9541758261408,-1.89143757423919,6.74619546613944,0,3,8,10,96,94,88,62,86,92
12/27/2019 1:35 AM,48.0796820619515,-1.24437565367873,6.25336826231953,0,6,27,49,0,94,85,6,90,24
12/4/2019 8:43 PM,48.1317260470855,-1.31016279771466,5.36939070763504,0,4,4,16,36,18,46,35,64,11
12/26/2019 1:30 PM,48.5654334940787,-1.71785211643104,-0.978189065110958,0,16,21,30,79,97,30,80,47,26
12/23/2019 9:14 AM,48.451227835124,-1.40682287672852,7.82010400426579,0,10,12,39,39,54,38,39,74,97
12/27/2019 1:27 AM,48.4227735583776,-1.4556244828066,5.39079654002134,0,13,26,18,36,44,34,28,33,60
12/12/2019 3:38 PM,48.5865167070117,-1.06198053856472,-0.751175297308329,0,18,1,24,38,70,93,74,94,58
12/29/2019 2:03 PM,48.806755586903,-1.95617590749458,3.95301981035295,0,1,1,7,58,22,39,7,94,69
12/1/2019 1:19 PM,48.9731241203719,-1.61861542128893,14.664971338429,0,12,10,37,66,77,60,40,45,74
12/29/2019 8:30 AM,48.4960177435987,-1.08345819408235,13.1521859835611,0,17,24,12,56,36,29,75,44,96
12/7/2019 5:02 AM,48.5968371711657,-1.69216599952996,4.80488887978945,0,19,18,9,73,66,5,5,24,30
12/4/2019 3:27 PM,48.6389589885431,-1.91132611218436,-1.69462954425003,0,16,28,24,54,72,31,76,81,45
12/23/2019 12:26 PM,48.3120230167695,-1.39737023385119,5.90072005004656,0,4,15,7,84,51,77,20,39,81
12/24/2019 3:07 PM,48.7805565841405,-1.86475728585606,8.00992334029168,0,5,7,39,56,59,24,35,31,4
12/12/2019 4:33 AM,48.2315559132172,-1.18018589223744,7.0320422970839,0,2,11,0,65,6,41,27,78,74
12/9/2019 2:55 AM,48.0098844780633,-1.27096692438748,6.24792661250007,0,8,26,17,41,60,9,83,16,9
12/14/2019 4:28 AM,48.2447021832898,-1.76786810335138,-2.50431780494019,0,19,17,28,76,28,25,6,73,99
12/7/2019 1:14 PM,48.5229325096695,-1.97498191193444,6.05417172892679,0,11,3,34,29,7,61,32,44,30
12/3/2019 5:35 PM,48.2891130150711,-1.68553330874328,6.12616691185449,0,0,2,8,87,85,96,9,85,54
12/1/2019 8:37 PM,48.5888975991816,-1.11356424405871,0.692747697556739,0,18,18,21,90,45,0,15,32,47
12/21/2019 8:26 PM,48.9320662729126,-1.07231870203853,11.4396992625854,0,10,13,45,28,18,13,51,55,48
12/13/2019 10:02 PM,48.4234881496166,-1.3448201163415,0.422091649110472,0,16,23,18,86,11,45,17,37,59
12/3/2019 9:04 PM,48.1473332443961,-1.28430900642849,-1.27814719280142,0,9,18,42,5,70,87,56,0,27
12/16/2019 7:38 PM,48.2952364204895,-1.91108597578066,-4.83343219283662,0,19,4,48,38,47,89,19,29,30
12/29/2019 4:29 PM,48.3705485246007,-1.07230352101489,1.16254739657163,0,17,5,4,8,25,28,68,25,29
12/12/2019 8:40 AM,48.3627442626109,-1.36053223505641,4.58254873174361,0,13,7,35,31,80,33,10,28,21
12/3/2019 7:45 PM,48.8402032292635,-1.95205044790732,12.1354128830765,0,4,28,0,91,58,2,51,55,74
12/1/2019 1:28 PM,48.5726501269139,-1.53503939813703,10.2714399598872,0,3,11,1,20,56,60,81,6,15
12/18/2019 6:44 AM,48.608959886529,-1.74180527764457,10.7310390364058,0,16,16,27,18,51,35,3,52,35
12/7/2019 7:15 AM,48.0151623669151,-1.08455758406062,11.353561703746,0,4,13,20,16,74,81,16,34,73
12/26/2019 8:40 AM,48.087050331797,-1.14705267276012,11.6882583278642,0,11,8,35,93,25,1,14,9,37
12/24/2019 6:27 PM,48.5819476379929,-1.85865601471563,2.4402223017254,0,3,20,39,49,84,64,22,12,13
12/12/2019 10:03 PM,48.4214208589035,-1.269897938366,4.91245425395316,0,13,2,48,93,4,91,24,30,89
12/22/2019 11:27 AM,48.0208866698765,-1.49806725862346,-0.90675800242776,0,15,0,48,98,84,74,34,29,32
12/20/2019 2:39 PM,48.0459177028602,-1.27502410126618,11.4556456643416,0,7,27,11,42,90,48,65,13,12
12/17/2019 9:30 AM,48.9257549456906,-1.89438687120303,14.0963893956954,0,11,28,48,23,5,81,0,69,93
12/27/2019 3:38 AM,48.2098191828513,-1.20531960819164,5.08602466531378,0,1,6,8,77,24,13,29,16,79
12/13/2019 12:43 AM,48.3677502387984,-1.05665343862802,14.3753319170211,0,9,28,9,22,40,76,75,21,9
12/2/2019 7:33 PM,48.2171537043607,-1.21473032525495,-0.00904378015969121,0,10,25,45,52,88,40,90,60,79
12/23/2019 9:47 PM,48.8853755457724,-1.97973481192241,13.3667261872286,0,7,2,3,74,56,44,84,1,93
12/1/2019 3:43 PM,48.5624538914126,-1.93933307376659,8.3432501164932,0,17,4,21,32,11,3,41,89,85
12/3/2019 7:49 AM,48.5302472540784,-1.22405172568935,-1.03474225012341,0,11,26,33,77,10,19,80,69,43
12/8/2019 1:20 AM,48.6203215958645,-1.34963928877825,9.62734101043425,0,0,28,8,84,68,81,90,49,93
12/4/2019 7:53 PM,48.4515910914408,-1.52607523301899,8.22517375565375,0,4,21,22,59,3,97,23,47,88
12/9/2019 6:02 PM,48.4065412135825,-1.27700930148224,11.0862965942762,0,5,9,38,32,40,16,65,69,91
12/20/2019 5:00 PM,48.2877073605953,-1.50367823685691,6.80929574687467,0,11,12,30,63,31,81,36,25,50
12/26/2019 5:37 AM,48.6268905194601,-1.04944744708456,-2.80992391184434,0,6,16,28,24,52,79,51,82,15
12/3/2019 2:09 AM,48.7032291878496,-1.28941305973074,-2.99334496166247,0,15,11,9,5,39,12,43,57,8
12/11/2019 8:21 AM,48.3883946902996,-1.13955207594649,2.11291021020753,0,5,16,5,40,74,9,62,18,23
12/23/2019 4:48 AM,48.0783647830032,-1.6490039739986,5.8517094039599,0,7,28,37,78,73,74,77,8,98
12/21/2019 12:20 AM,48.2901818008582,-1.71220212882022,10.3103000588297,0,9,7,16,32,15,53,23,77,85
12/14/2019 3:20 PM,48.1581754959925,-1.20177653022193,1.67224539475154,0,6,16,10,57,75,86,80,63,31
12/25/2019 2:33 PM,48.9056556499124,-1.3908940765033,3.63435508573165,0,10,29,11,52,98,65,84,30,32
12/29/2019 10:57 AM,48.9704565708388,-1.95799835303705,10.5688554172259,0,14,17,23,3,81,12,15,94,80
12/2/2019 5:22 PM,48.5026552893699,-1.6827376851266,8.58881044741199,0,0,14,15,37,37,67,44,89,58
12/29/2019 1:49 AM,48.462452348537,-1.46411884457996,-1.28538663978008,0,9,26,25,28,19,7,28,63,80
